a
aː
aːˤʷ
aˤ
b
bˤ
d
dʷ
e
e̞
f
h
i
j
kʰ
kʰʲ
kʰʷ
kʲʼ
kʼ
kʼʲ
kʼʷ
l
m
mˤ
n
o
o̞
o̞ː
p
pʰ
pʼ
pˤʰ
pˤʼ
q
qʲ
qʷ
qʷʼ
qʼ
qʼʲ
qʼʷ
qˤ
qˤʷ
qˤʼ
qˤʼʷ
r
s
sʰ
sʼ
t
tʰ
tʰʷ
tʷ
tʼ
tʼʷ
u
uː
v
vˤ
w
wˤ
x
y
z
ä
ħ
ɔ
ɕ
ɕʰ
ɕʰʷ
ɕʷ
ɕʷʰ
ɕʼ
ɕʼʷ
ɖ
ə
ɛ
ɡ
ɡʲ
ɡʷ
ɣ
ɬ
ɬʼ
ʁ
ʁʲ
ʁʷ
ʁˤ
ʁˤʷ
ʂ
ʂʰ
ʂʼ
ʃ
ʃʰ
ʃʷ
ʃʼ
ʈ
ʐ
ʑ
ʑʷ
ʒ
ʒʷ
ʔ
χ
χʲ
χʷ
χː
χˤ
χˤʷ
