a
b
c
c̠
d
d͡z
d͡z̠
e
e̞
f
h
i
iˑ
i̯
i͜a
j
k
k͡s̠
l
lː
m
n
n̪
o
oˑ
o̞
p
p͡t
r
s
s̠
t
t͡s
t͡ʃ
u
v
w
x
y
z
z̠
ç
ð
ð͜i
ó
ŋ
ŋ͡ɡ
ɐ
ɐˑ
ɐᵐ
ɐⁿ
ɑː
ɔ
ə
ɛ
ɟ
ɡ
ɣ
ɪ
ɱ
ɲ
ɲ̟
ɾ
ʎ
ʑ
ʝ
θ
χ
‿
