a
aː
b
c
d
dʰ
d̪
d̼
d͡ʒ
e
h
i
i̯
j
k
l
m
n
o
p
r
s
t
t̚
t͡ʃ
u
w
ī
ŋ
ɑː
ɖ
ə
ɛ
ɡ
ɪ
ɲ
ʊ
ʔ
