a
b
d
d͡ʒ
e
e̯
f
h
i
iː
j
k
kʰ
l
m
n
o
p
pʰ
r
rː
s
t
tʰ
tʲ
t͡s
t͡ɕ
t͡ʃ
t͡ʃʰ
u
v
x
z
æ
ø
ŋ
ɔː
ɕ
ə
ɛ
ɡ
ɣ
ɨ
ɪ
ɻ
ɽ
ɾ
ɾʲ
ʀ
ʁ
ʃ
ʊ
ʎ
ʑ
ʒ
ʲa
ʲe
ʲi
ʲo
ʲu
