a
aː
b
d
e
eː
f
fː
h
hː
i
iː
j
k
kː
l
lː
m
mː
n
nː
o
oː
p
r
rː
s
sː
t
tː
u
uː
v
w
wː
x
y
yː
z
ã
ãː
õ
ø
øː
ĩ
ĩː
ŋ
œ
œ̃
œ̃ː
ɑ
ɑː
ɑ̃
ɑ̃ː
ɔ
ɔː
ɔ̃
ɔ̃ː
ə
ɛ
ɛː
ɛ̃
ɡ
ɣ
ɥ
ɥː
ɪ
ɪ̃
ɲ
ɵ̃ː
ʁ
ʃ
ʊ
ʒ
χ
ẽ
ẽː
ỹ
ỹː
◌̃
