a
b
d
d̪
d͡ʒ
e
h
i
j
k
l
l̪
m
n
n̪
o
p
r
s
t
t͡s
t͡ʃ
u
w
ŋ
ɔ
ə
ɡ
ɪ̯
ɲ
ɾ
ʃ
ʊ̯
ʎ
ʔ
