a
b
bʷ
d
d͡ʒ
e
f
h
i
j
k
kʷ
k͡p
l
m
n
o
p
s
sʲ
t
t͡ʃ
v
w
x
xʷ
z
zʷ
à
á
ã̀
ã́
ã̄
è
é
ì
í
ò
ó
ù
ú
ā
ē
ĩ
ĩ̀
ĩ́
ĩ̄
ī
ŋ̀
ŋ̄
ō
ũ̀
ũ̄
ū
ɑ̃́
ɔ
ɔ̀
ɔ́
ɔ̃̀
ɔ̃́
ɔ̃̄
ɔ̄
ɖ
ɛ
ɛ̀
ɛ́
ɛ̃̀
ɛ̃́
ɛ̃̄
ɛ̄
ɡ
ɡ͡b
ɣ
ɣʷ
ɲ
ɲʷ
ɾ
ʃ
χʷ
ṹ
