a
aː
e
eː
e̯
h
i
iː
i̯
j
k
l
m
n
o
oː
o̯
p
r
s
t
u
uː
u̯
v
w
ɐ
ɔ
ə
ɛ
ɛ̯
ʋ
ʔ
