a
aː
b
c
d
e
eː
e̯
f
h
i
iː
i̯
j
k
l
m
n
o
oː
p
pʰ
r
s
t
t͡s
u
uː
u̯
v
w
x
y
yː
y̯
z
ãː
ä
æ
æː
õ
ø
ø̯
ŋ
œ
œː
ɐ
ɑ
ɑː
ɑ̃ː
ɒ
ɔ
ɔː
ɔ̃
ɔ̯
ə
əː
ə̃
ə̟
ə̯
ɛ
ɛː
ɛ̃ː
ɛ̃ˑ
ɛ̞
ɛ̞ː
ɡ
ɣ
ɦ
ɨ
ɨː
ɪ
ɪ̈
ɪ̯
ɫ
ɯ
ɲ
ɵ
ɹ̠̊
ɾ
ʃ
ʊ
ʊ̟
ʊ̠
ʋ
ʌ
ʏ̯
ʒ
˔
χ
‿
