a
b
d̪
e
e̯
f
i
j
k
l
lː
m
n
nː
o
r
s
sʼ
t
t̪
t̪ː
t͡ʃ
t͡ʃː
u
x
z
~
á
é
í
ú
ā
ŋ
ɔ
ɔ́
ɕ
ɖ
ɛ
ɡ
ɦ
ɪ
ɸ
ɽ
ɾ
ɾ́
ʃ
ʈ
ʊ
