a
aː
c
cʰ
e
eː
f
h
i
iː
j
k
kʰ
l
m
n
o
oː
p
pʰ
r
s
t
tʰ
u
uː
w
z
ĕ
ŋ
ŏ
ŭ
ɑ
ɑː
ɓ
ɔ
ɔː
ɗ
ə
əː
ɛ
ɛː
ɡ
ɨ
ɨː
ɲ
ʋ
ʔ
–
