a
aː
a̯
b
b̥
b̥ː
c
d
dː
d̥
d̥ː
d̥ˑ
d̥͡s
d̥͡ʃ
e
eː
e̞
e̞ʲ
e̞ː
e̞ˑ
e̯
f
fː
h
i
iʲ
iː
iˑ
i̯
j
k
kʰ
kː
kˣ
kˣː
k͡s
l
l̩
m
m̩
n
n̩
n̪ː
o
oː
o̞
o̞ː
o̞ˑ
p
p͡f
r
s
sː
t
t͡s
t͡ʃ
u
uː
uˑ
u̯
v
w
x
y
yː
z
à
æː
ç
ø
ŋ
ŋː
ŋ̩
œ
œː
ɐ
ɐ̯
ɑ
ɑː
ɑˑ
ɒ
ɒː
ɒ̃
ɒ̃ː
ɒ̃ˑ
ɔ
ɔː
ɔˑ
ɔ̝
ɔ̯
ə
ɛ
ɛː
ɛ̃ː
ɛ̯
ɡ
ɡ̊
ɡ̥
ɡ̥ː
ɪ
ɪ̯
ɫ
ɱ
ɱ̩
ɴ̣
ɴ̩
ɶ
ɶː
ʀ
ʁ
ʃ
ʊ
ʊ̯
ʋ
ʏ
ʏː
β
χ
