a
aː
aˑ
b
bʰ
bʱ
b̚
d̪
d̪ʰ
d͡ʒ
d͡ʒʰ
eː
eˑ
h
h̃
i
iː
j
k
kʰ
kː
kːʰ
k̚
l
lʰ
m
n
nː
o
oː
p
r
s
sː
t
t̪
t̪ʰ
t̪ː
t͡ʃ
t͡ʃʰ
t͡ʃːʰ
u
uː
v
x
z
ãː
ãˑ
õː
ĩː
ŋ
ũː
ɑː
ɓ
ɔ̃ː
ɖ
ɖʰ
ɗ
ə
ə̃
ɛː
ɛ̃ː
ɠ
ɡ
ɡʰ
ɡʱ
ɦ
ɪ
ɳ
ɳʰ
ɽ
ɽʰ
ɾ
ɾʰ
ʃ
ʄ
ʈ
ʈʰ
ʊ
ʊ̃
ẽː
