a
b
c
d
dʲ
d͡ʒ
e
f
i
iː
i̯
j
k
kː
l
m
n
o
oː
p
r
s
t
t͡ʃ
u
u̯
w
wː
ã
õ
ŋ
ɑ
ɔ
ɛ
ɟ
ɡ
ɲ
ɾ
ʃ
ʑ
