a
aː
b
d
dː
e
eː
e͜oː
f
h
i
iː
j
j̃
k
kː
l
lː
l̥
l̩
m
mː
n
nː
o
oː
p
pː
r
rː
r̥
r̩
s
sː
t
tː
u
uː
u̯
v
w
y
yː
y̯
ã
ãː
ð
õ
ø
øː
ø̃ː
ĩ
ĩː
ŋ
œ
ũ
ũː
ɑ
ɑː
ɑ̃
ɑ̃ː
ɑ̄
ɒ
ɒː
ɒ̃
ɒ̃ː
ɒ̯
ɔ
ɔː
ɔ̃
ɛ
ɛː
ɛ̃
ɛ̃ː
ɡ
ɣ
ɪ
ɪ̃
ɸ
ɹ̝
ʀ
ʊ̃
β
θ
ẽ
ỹ
ỹː
