a
aː
b
bʷ
d
dˤ
d͡z
e
e̯
f
i
iː
i̯
j
k
kʲ
kʼ
kʼʲ
l
m
n
o
o̯
p
pʼ
q
qʼ
q͡χ
r
r̥
s
t
tʼ
tː
t͡s
t͡sʼ
t͡ʃ
u
uː
u̯
v
w
x
z
zˤ
æ
æː
ħ
ħʷ
ɑ
ɑː
ɔ̯
ə
ɛ
ɛ̯
ɡ
ɡʲ
ɪ
ɾ
ʁ
ʁʷ
ʃ
ʃʷ
ʒ
ʔ
ʕ
χ
χʷ
