a
aː
b
bʲ
d
d͡ʒ
e
eː
f
fʲ
h
i
iː
j
k
kʲ
l
lʲ
m
mʲ
n
o
oː
p
pʲ
r
rʲ
s
sʷ
t
t͡ʃ
u
uː
v
w
z
æ
ŋ
ɑː
ɑ̃
ɒ
ɒ̃
ɔ
ɔː
ə
ɛ
ɜ
ɝ
ɡ
ɡʲ
ɪ
ɲ
ɹ
ɹʷ
ʃ
ʃʲ
ʊ
ʊ̯
ʌ
ʒ
