a
a̠
a̠ː
b
c
d
d͡z
d͡ʑ
e
e̞
e̞ː
h
i
iː
j
k
kʰ
k̚
k͈
m
n
o
oː
o̞
o̞ː
p
pʰ
p̚
p͈
s
sʰ
s͈
t
tʰ
t̚
t͈
t͡s
t͡sʰ
t͡ɕ
t͡ɕʰ
t͡ɕ͈
u
uː
w
x
y
~
à
á
áʱ
ç
é
ì
í
ò
ó
ù
ú
ĩ
ŋ
ũ
ɐ
ɔ
ɔ́
ɕ
ɕʰ
ɕ͈
ɘː
ɘ̝
ə
ɛ
ɛː
ɛ́
ɛ̝
ɡ
ɣ
ɤ
ɤ̃
ɤ̘
ɥ
ɦ
ɨ
ɪ
ɭ
ɯ
ɯː
ɰ
ɲ
ɸ
ɸʷ
ɾ
ʃ
ʃʰ
ʃ͈
ʌ
ʌ̹
ʎ
ʝ
˦
˨
˨˦
β
ẽ
