a
aʷ
b
d
d͡z
d͡ʒ
e
eⁿ
f
h
i
i̯
j
k
l
m
n
o
oʷ
o̞
p
r
s
t
t͡s
t͡ʃ
u
u̯
v
w
y
z
ãᵑ
ä
ð
ĩᵑ
ŋ
ũ
ũᵑ
ũⁿ
ɐ
ɑ
ɑʷ
ɑ̃
ɒ
ɔ
ɔʷ
ɔ̝
ə
ɛ
ɛ̃ⁿ
ɡ
ɣ
ɥ
ɲ
ɹ
ɾ
ʀ
ʁ
ʃ
ʊ
ʎ
ʒ
β
ẽᵑ
ẽⁿ
