a
aː
b
d
e
eː
e̝
f
h
i
iː
j
k
l
m
mː
n
o
oː
p
q
r
s
sː
sˤ
t
tˤ
u
uː
v
w
x
y
z
ð
ā
ă
ē
ħ
ī
ō
ū
ɑ
ɑː
ə
ɛ
ɛ̆
ɡ
ɣ
ɪ
ɾ
ʃ
ʔ
ʕ
˭
θ
