a
aː
b
bʱ
bʱᵊ
bː
b̚
bᵊ
d̚
d̪
d̪ʱ
d̪ː
d̪ːʱ
d̪̚
d͡ʒ
d͡ʒʱ
e
eː
eːʱ
f
i
iː
iːʱ
j
jᵊ
k
kʰ
kːʰ
k̚
l
lː
l̪
lᵊ
m
mᵊ
n
nː
n̪
nᵊ
o
oː
oːʱ
p
pʰ
p̚
q
r
rː
s
s̪
sᵊ
t
t̚
t̪
t̪ʰ
t̪ː
t̪ːʰ
t̪̚
t͡ʃ
t͡ʃʰ
u
uː
uːʱ
v
w
wᵊ
x
z
ãː
ä
äː
äːʱ
ä̃ː
ä̃ːʱ
æ
æː
æ̃
õ
õː
ĩː
ĩːʱ
ŋ
ũː
ũːʱ
ɐ
ɐʱ
ɐ̃
ɐ̯
ɐᵊ
ɑ
ɑː
ɑ̃ː
ɔ
ɔʱ
ɔː
ɔːʱ
ɔ̃
ɔ̃ː
ɔ̃ːʱ
ɔ̯
ɖ
ɖʱ
ɖː
ɖ̚
ɖᵊ
ə
ə̃
ə̯
əᵊ
ɛ
ɛʱ
ɛː
ɛːʱ
ɛ̃
ɛ̃ː
ɡ
ɡʱ
ɡ̚
ɡᵊ
ɣ
ɦ
ɦᵊ
ɪ
ɪʱ
ɪ̃
ɪ̯
ɲ
ɳ
ɳː
ɳᵊ
ɴ
ɽ
ɽʱ
ɾ
ɾᵊ
ʂ
ʃ
ʈ
ʈʰ
ʈː
ʈːʰ
ʈ̚
ʊ
ʊ̃
ʊ̃ʱ
ʋ
ʋᵊ
ʒ
ʔ
ː̪
ẽː
‿
