a
b
bʲ
d
dʲ
d͡z
d͡zʲ
f
fʲ
i
i̯
j
k
kʲ
l
lʲ
m
mʲ
n
nʲ
p
pʲ
r
s
sʲ
t
tʲ
t͡s
t͡sʲ
t͡ʃ
u
u̯
v
vʲ
w
x
z
zʲ
à
àː
â
âː
æ
æ̀
æ̀ː
æ̂
æ̂ː
ì
ìː
î
îː
ù
ùː
û
ûː
ɔ
ɔ̀
ɔ̂
ɔ̯
ɛ
ɛ̀
ɛ̂
ɛ̯
ɡ
ɡʲ
ɨ
ɨ̀
ɨ̂
ʃ
ʒ
