a
b
bʲ
d
dʲ
d͡z
d͡zʲ
e
f
i
i̯
j
k
kʲ
l
lʲ
m
mʲ
n
nʲ
nː
o
p
pʲ
r
rʲ
s
sʲ
t
tʲ
t͡s
t͡sʲ
t͡ʃ
u
u̯
v
vʲ
x
xʲ
y
z
zʲ
ã
ŋ
œ
ɐ
ɒ
ɔ
ɔ̃
ə
ɛ
ɡ
ʂ
ʃ
ʏ̯
