a
aː
b
bʲ
d
d͡zʲ
d͡ʑ
d͡ʒ
e
f
h
i
i̯
j
k
kʰ
k͡x
l
lʲ
m
mʲ
n
o
oː
p
pʲ
r
rʲ
r̝
r̩ʲ
s
t
t͡k
t͡s
t͡sʲ
t͡ɕ
t͡ʂ
t͡ʃ
u
uː
u̯
v
vʲ
w
x
z
ø
ŋ
ɔ
ɔː
ɔ̝ː
ɛ
ɟ
ɡ
ɥ
ɦ
ɨ
ɪ
ɫ
ɲ
ʀ
ʂ
ʃ
ʊ
ʊ̯
ʑ
ʒ
β
