a
a̠
a̠ː
b
d
d͡ʑ
e
e̞
e̞ː
h
i
iː
j
k
kʰ
k̚
k͈
l
m
n
o
o̞
o̞ː
p
pʰ
p̚
p͈
s
sʰ
s͈
t
tʰ
t̚
t͈
t͡ɕ
t͡ɕʰ
t͡ɕ͈
t͡ɕ͈ʰ
u
uː
w
y
æ
æː
ŋ
ɒ
ɒː
ɔ
ɕ
ɕʰ
ɕ͈
ɕ͈ʰ
ə
əː
ɛ
ɛː
ɡ
ɥ
ɦ
ɨ
ɭ
ɯ
ɰ
ɲ
ɾ
ʃ
ʃ͈
ʎ
ʝ
