a
aː
aːᵐ
aːᵑ
aːᶮ
aːⁿ
a̤
a̤ː
a̤᷈ː
a̤᷈ːᵐ
aᵐ
aᵑ
b̥
b̪̊
c
cʰ
cʷ
d
d̥
d̥ʷ
e
eː
eːᵐ
eːᵑ
eːⁿ
e̤
e̤ː
e̤ːᵐ
e̤᷈ː
f
i
iː
iːⁿ
i̤
i̤ː
i̤ːᵐ
i̤ːᵑ
i̤ᵑ
i̤᷈ː
i̤᷈ːᵐ
j
k
kʰ
kʰʷ
kʷ
l
lʷ
m
m̩
m̩ː
m̩̂ː
m̩᷈ːʱ
n
nʷ
o
oː
oːᵐ
oːᵑ
oːᶬ
oːᶮ
oːⁿ
o̤
o̤ː
o̤ːᵑ
o̤ːⁿ
o̤ᵑ
o̤᷈ː
oᵐ
p
pʰ
p̪
r
s
sʰ
sʷ
t
tʰ
tʰʷ
tʳ
tʳʷ
tʷ
t͡s
u
uː
uːᵐ
uːᵑ
uːⁿ
v
v̥
w
x
xʷ
y
z
z̥
z̥ʷ
á
áː
áːᵐ
áːᶮ
áːⁿ
áⁿ
âː
âːᵐ
âːᵑ
âːⁿ
é
éː
éːᵐ
éːᵑ
éːⁿ
éᵐ
éᵑ
éⁿ
êː
êːⁿ
í
íː
íːᵐ
íːᵑ
íːᶬ
íːⁿ
íᵐ
íᵑ
íᶬ
íᶮ
íⁿ
îː
îːᵐ
îːⁿ
ó
óː
óːᵐ
óːᵑ
óːᶮ
óːⁿ
óᵑ
ôː
ôːᵐ
ôːᵑ
ú
úː
úːᵐ
úːⁿ
úᵐ
úᵑ
úⁿ
ûː
ûːᵑ
ûːⁿ
ě̤
ě̤ː
ě̤ːᵐ
ě̤ːⁿ
ŋ
ǀ
ǀʰ
ǀʷ
ǀˀ
ǁ
ǁʰ
ǁʰʷ
ǁʷ
ǁˀ
ǁˀʷ
ǃ
ǃʰ
ǃʰʷ
ǃʷ
ǃˀ
ǃˀʷ
ǎ̤
ǎ̤ː
ǎ̤ːᵐ
ǎ̤ːⁿ
ǎ̤ᵐ
ǎ̤ᵑ
ǎ̤ⁿ
ǐ̤
ǐ̤ː
ǒ̤
ǒ̤ː
ǒ̤ᵑ
ɓ
ɛː
ɟ
ɟ̥
ɡ
ɡ̊
ɡ̊ʷ
ɦ
ɬ
ɬʷ
ɮ
ɮ̊
ɮ̥
ɲ
ɲʷ
ʃ
ʃʰ
ʃʷ
ʒ
ʒʷ
ᵑɡ̊
ᶮd̥
ḿ
ḿ̩
ḿ̩ː
ḿ̩ːᵑ
ḿ̩ːⁿ
ḿ̩ⁿ
ṳ
ṳː
ṳːᵐ
ṳ̌
ṳ̌ː
ṳ̌ᵑ
ṳ᷈ː
ṳ᷈ːᵐ
ṳ᷈ːⁿ
ⁿt
