a
aː
b
d
d͡ʒ
e
f
h
i
iː
i̯
j
k
l
lʲ
m
n
nʲ
o
p
r
s
t
tʲ
t͡s
t͡ʃ
u
uː
u̯
w
x
ŋ
ɐ
ɔ
ɛ
ɡ
ɢ
ɪ
ɪ̯
ɯ
ɲ
ɾ
ʃ
ʊ
ʊ̯
ʎ
ʔ
