a
b
bː
c
d
dː
d͡z
d͡ʒ
e
f
i
i̯
j
k
kː
kːʷ
l
lː
m
mː
n
nː
o
p
pː
r
rː
s
sː
t
tː
t͡s
t͡sː
t͡ʃ
t͡ʃː
u
u̯
v
w
z
ã
æ
õ
ĩ
ũ
ɔ
ɔ̃
ɖː
ɛ
ɛ̃
ɟ
ɡ
ɡʲ
ɪ̯
ɲ
ɾ
ʃ
ʎ
ʒ
ẽ
