a
aː
b
f
h
i
iː
j
k
l
m
n
o
oː
p
s
t
t͡ʃ
v
w
á
áː
ãː
ã́
ã́ː
í
íː
ó
õː
ĩː
ɑː
ɑ̃ː
ɛ
ɪ
ɫ
ɬ
ʃ
ʔ
