a
aː
aᵐ
aᵑ
aᶮ
aⁿ
b
d
d͡ʑ
e
h
i
iː
iᵐ
iᵑ
iⁿ
j
k
m
n
o
oː
oᵐ
oᵑ
oᶮ
r
t
u
uː
uᵑ
uⁿ
w
à
àː
àᵐ
àᵑ
àᶮ
àⁿ
àꜜ
á
áː
áᵐ
áᵑ
áꜜ
è
èː
èᵐ
èᵑ
èᶮ
èⁿ
èꜜ
é
éː
éːⁿ
éᵑ
éꜜ
ì
ìː
ìːⁿ
ìᵐ
ìᵑ
ìᶮ
ìⁿ
ìꜜ
í
íː
íːᵐ
íːⁿ
íᵑ
íꜜ
ð
ò
òː
òᵐ
òᵑ
òᶮ
òⁿ
òꜜ
ó
óː
óᵑ
óꜜ
ù
ùː
ùᵐ
ùᵑ
ùᶮ
ùⁿ
ùꜜ
ú
úꜜ
ě
ěꜜ
ŋ
ǎ
ǎꜜ
ǐ
ǐꜜ
ǒ
ǒꜜ
ǔ
ǔꜜ
ɔ
ɔː
ɔ̀
ɔ̀ː
ɔ̀ᵐ
ɔ̀ᵑ
ɔ̀ᶮ
ɔ̀ⁿ
ɔ̀ꜜ
ɔ́
ɔ́ː
ɔ́ᵑ
ɔ́ꜜ
ɔ̌
ɔ̌ꜜ
ɔᵑ
ɔⁿ
ɕ
ɛ
ɛː
ɛ̀
ɛ̀ː
ɛ̀ᵐ
ɛ̀ᵑ
ɛ̀ᶮ
ɛ̀ⁿ
ɛ̀ꜜ
ɛ́
ɛ́ː
ɛ́ᵐ
ɛ́ᵑ
ɛ́ⁿ
ɛ́ꜜ
ɛ̌
ɛ̌ꜜ
ɛᶮ
ɛⁿ
ɡ
ɣ
ɲ
ɾ
ʃ
ʑ
β
ᵐb
ᵑɡ
ᶮd
ᶮd͡ʑ
ⁿd
