a
aː
b
bː
d
dː
e
eː
f
fː
h
i
iː
iˑ
j
jː
k
kː
l
lː
m
mː
n
nː
n̩
o
oː
p
pː
p̬
r
rː
s
sː
t
tː
u
uː
v
y
yː
²
¹
æ
æː
æ̂
ç
çː
ê
êː
î
îː
ø
øː
ø̀ː
ù
ŋ
ŋː
œ
œː
ŷ
ŷː
ɑ
ɑː
ɑ̂
ɔ
ɔː
ɖ
ə
ɛ
ɛː
ɟ͡ʝː
ɡ
ɡː
ɪ
ɪː
ɪ̯
ɭ
ɲ
ɳ
ɽ
ɾ
ʂ
ʃ
ʃː
ʈ
ʉ
ʉː
ʉ̯
ʊ
ʊː
ʋ
ʎ
ʏ
ʏː
ʏ̯
ʝ
ʝː
