a
aː
b
d
d͡ʒ
e
eː
f
h
i
iː
i̯
j
k
kʰ
l
lː
l̩
m
m̩
n
nː
n̩
o
oː
o̜ː
o̞
o̞ː
p
r
s
t
t̪
t͡ʃ
u
uː
u̞
v
w
x
y
yː
z
æ
æː
ç
çʲ
è
èː
ð
ö
ø
øː
ŋ
ɑ
ɑː
ɒ
ɒː
ɔ
ɔː
ə
ɛ
ɛː
ɛ̽
ɜː
ɡ
ɪ
ɪː
ɪ̈
ɪ̜
ɪ̢
ɪ̯
ɱ
ɲ
ɹ
ʃ
ʊ
ʊː
ʌ
ʍ
ʒ
ʔ
θ
