a
aː
a̤
a̤ː
b
c
cʰ
d
e
eː
e̤
e̤ː
f
h
i
iː
i̤
i̤ː
j
k
kʰ
l
l̥
m
m̥
m̩
n
n̥
n̩
o
oː
o̤
o̤ː
p
pʰ
r
r̥
s
t
tʰ
u
uː
w
æ
æː
æ̤
ç
ŋ
ŋ̊
ŋ̍
ɔ
ɔː
ɔ̤ː
ɤː
ɤ̤
ɯ
ɯː
ɯ̤
ɯ̤ː
ɲ
ɲ̍
ʌ
ʌ̤
ʍ
ʔ
ṳ
ṳː
