a
b
d
d͡ʒ
e
f
h
i
j
k
kʰ
kː
k̚
l
m
n
o
p
p̚
q
r
s
t
tʰ
t̚
t͡ʃ
u
v
w
x
y
z
æ
æː
ø
ú
ŋ
œ
ɑ
ɑː
ɔ
ɛ
ɡ
ɤ
ɦ
ɨ
ɪ
ɯ
ʁ
ʃ
ʒ
ʔ
χ
