a
aˀ
b
bʱ
d
dʱ
e
eː
i
j
k
kʰ
l
m
n
o
p
pʰ
r
s
t
tʰ
t͡ɕ
t͡ɕʰ
u
w
ŋ
ɔ
ɛ
ɡ
ɡʱ
ɦ
ɲ
ʃ
ʑ
ʑʱ
