a
aː
b
d
eː
f
h
i
iː
iˑ
i̯
j
k
l
m
n
oː
p
r
s
t
t͡ʃ
u
uː
u̯
v
x
y
yː
y̯
z
øː
ŋ
œ
œː
ɔ
ɔː
ə
ɛ
ɛː
ɣ
ɪ
ɪˑ
ɪ̯
ʃ
ʊ
ʏ
