a
aˀ
aː
a̤
a̤ː
a̯
b
c
cʰ
d
d͡n
e
eˀ
eː
e̤
f
h
i
iˀ
iː
i̤
j
k
kʰ
k̚
k͡l
k͡w
l
m
n
o
oˀ
oː
o̤
p
pʰ
p̚
r
s
sʰ
s͡m
t
tʰ
t̚
t̪ʰ
t͡aː
t͡e
t͡ɕ
t͡ɕʰ
u
uˀ
uː
v
w
y
~
à
àː
è
éː
ì
ìː
ò
òˀ
ù
ā
ĕ
ħ
ŋ
ū
ŭ
ŭː
ŭ̀
ɑ
ɑː
ɑ̆
ɒ
ɓ
ɔ
ɔˀ
ɔː
ɔ̀
ɔ́
ɔ̤
ɔ̤ː
ɕ
ɗ
ə
əˀ
əː
ə̤
ɛ
ɛ̀
ɛ̀ˀ
ɛ̀ː
ɛ̤
ɛ̤ː
ɜ
ɜː
ɜ̀
ɜ̀ˀ
ɜ̤
ɡ
ɡ͡r
ɤ
ɤ̀
ɤ̤
ɤ̤ː
ɪ
ɪː
ɪ̀
ɭ
ɯ
ɯː
ɲ
ɴ
ʃ
ʈ
ʊ
ʋ
ʌ
ʔ
ʔˀ
ʔː
ʝ
˨˩
ṳ
ṵ
ạ
