a
aː
b
d
e
eː
f
h
i
iː
i̯
j
k
l
m
n
nː
o
oː
p
r
rː
s
t
tː
u
uː
v
w
ð
ðː
ŋ
ɔː
ɛː
ɡ
ɣ
ɪ
θ
χ
