a
aː
b
c͡ç
d
dː
d͡z
d͡zː
d͡ʒ
d͡ʒː
e
eː
f
h
i
iː
i̯
j
k
kː
l
lː
m
mː
n
o
oː
p
pː
r
rː
s
sː
t
tː
t͡s
t͡ʃ
t͡ʃː
u
uː
u̯
v
w
x
xː
z
ð
ŋ
ŋː
ɐ
ɐː
ɑ
ɑː
ɔ
ɔː
ɘ
ɘː
ɛ
ɟ͡ʝ
ɡ
ɡː
ɣ
ɣː
ɫː
ɲ
ʃ
ʎː
ʒ
ʝ
