a
aʰ
aː
aːʰ
a̯
b
bˠ
b̊
b̥
c
cʰ
cʲ
d
dʲ
d̊ʲ
d̥
d̥ʲ
d̪
d̪ʰ
d̪̊
d͡ʒ
e
eː
eːʰ
f
fʲ
fˠ
h
i
iʰ
iʲ
iː
iːʰ
i̯
j
k
kʰ
kʰʲ
kʲ
kʲʰ
l
lʲ
lˠ
l̠ʲ
l̪
l̪ˠ
l̪ˠː
m
mʲ
mː
n
nʲ
nˠ
n̪
n̪ʲ
n̪ˠ
o
oː
p
pʰ
pʲ
pˠ
r
rʲ
rˠ
r̝
r̥ʲ
r̪ˠ
s
sˠ
s̪
t
tʰ
tʰʲ
tʲ
tʲʰ
t̪
t̪ʰ
t̪ʰʲ
t̪ʲ
t̪ˠ
t͡ʃ
t͡ʃʰ
t͡ʃʲ
u
uʰ
uː
u̯
v
w
x
xʲ
~
ã
ãː
æ
æ̃
ç
çʰ
ð
õ
õː
ø
ĩ
ĩː
ŋ
ŋʲ
ũ
ũː
ũ̯
ɑ
ɑː
ɔ
ɔʰ
ɔː
ɔːʰ
ɔ̃
ɔ̃ː
ə
ə̃
ə̯
ə̯ʰ
ɛ
ɛʰ
ɛː
ɛːʰ
ɛ̃
ɛ̃ː
ɛ̯
ɟ
ɡ
ɡʲ
ɡ̊
ɡ̊ʲ
ɣ
ɤ
ɤː
ɤːʰ
ɤ̃
ɤ̃ː
ɪ
ɪʲ
ɫ
ɫ̪
ɫ̪ʲ
ɯ
ɯː
ɯ̃
ɯ̃ː
ɲ
ɲʲ
ɲː
ɹ
ɻ
ɽ
ɾ
ɾʲ
ɾˠ
ɾ̃
ɾ̥
ʂ
ʃ
ʃʰ
ʃʲ
ʈ
ʉ
ʉ̃
ʊ
ʊ̃
ʎ
ʎʲ
ʏ
ʔ
ʝ
ˠ̪
θʲ
χ
ẽ
