a
aː
b
d
d͡ʒ
e
eː
f
h
i
iː
j
k
l
m
n
o
oː
p
s
t
t͡ʃ
u
uː
v
w
y
yː
z
ã
æː
ç
õ
ø
øː
œ
œ̃
ɑː
ɑ̃
ɔ
ɔː
ɔ̃
ə
ɛ
ɛː
ɛ̃
ɡ
ɲ
ʀ
ʁ
ʃ
ʒ
χ
ẽ
‿
